"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.attention_check_prompt","Input.attention_check_response","Input.attention_check_amt_idx","Input.0_prompt","Input.0_response","Input.0_amt_idx","Input.1_prompt","Input.1_response","Input.1_amt_idx","Input.2_prompt","Input.2_response","Input.2_amt_idx","Input.3_prompt","Input.3_response","Input.3_amt_idx","Input.4_prompt","Input.4_response","Input.4_amt_idx","Input.5_prompt","Input.5_response","Input.5_amt_idx","Input.6_prompt","Input.6_response","Input.6_amt_idx","Input.8_prompt","Input.8_response","Input.8_amt_idx","Input.9_prompt","Input.9_response","Input.9_amt_idx","Input.10_prompt","Input.10_response","Input.10_amt_idx","Answer.0_amt_idx","Answer.0_appropriateness","Answer.0_humanlikeness","Answer.0_info-content","Answer.10_amt_idx","Answer.10_appropriateness","Answer.10_humanlikeness","Answer.10_info-content","Answer.1_amt_idx","Answer.1_appropriateness","Answer.1_humanlikeness","Answer.1_info-content","Answer.2_amt_idx","Answer.2_appropriateness","Answer.2_humanlikeness","Answer.2_info-content","Answer.3_amt_idx","Answer.3_appropriateness","Answer.3_humanlikeness","Answer.3_info-content","Answer.4_amt_idx","Answer.4_appropriateness","Answer.4_humanlikeness","Answer.4_info-content","Answer.5_amt_idx","Answer.5_appropriateness","Answer.5_humanlikeness","Answer.5_info-content","Answer.6_amt_idx","Answer.6_appropriateness","Answer.6_humanlikeness","Answer.6_info-content","Answer.8_amt_idx","Answer.8_appropriateness","Answer.8_humanlikeness","Answer.8_info-content","Answer.9_amt_idx","Answer.9_appropriateness","Answer.9_humanlikeness","Answer.9_info-content","Answer.attention_check_amt_idx","Answer.attention_check_appropriateness","Answer.attention_check_humanlikeness","Answer.attention_check_info-content","Answer.comment","Approve","Reject"
"3VZYA8PITQQLIJWKU2IWOMMLMG805G","3CGY4DPHZVDUHVP4K8TQVUA0IPXILR","Annotate 11 prompt-response text items","The annotation task is to label responses to a given prompt. The prompt consists of two people (A and B) talking to each other. The response is the next utterance after the final utterance in the prompt.","survey, demographicsnlp,annotation,rating,text data,conversation,short,easy","$0.67","Thu Jun 23 12:26:29 PDT 2022","3","BatchId:4767352;OriginalHitTemplateId:920937340;","1500","259200","Thu Jun 30 12:26:29 PDT 2022","","","3OVR4I9USSCUWDVDNYY3MJ2IZUNQ4G","A1MKEILXWWLBW2","Approved","Mon Jun 27 12:15:33 PDT 2022","Mon Jun 27 12:19:35 PDT 2022","Thu Jun 30 12:19:35 PDT 2022","Mon Jun 27 17:41:14 PDT 2022","","","242","100% (12/12)","0% (0/0)","0% (0/0)","This is an attention check. Please enter the same annotation values as the previous question","This is an attention check. Please enter the same annotation values as the previous question","7","A: Does it look too small?<br> B: It fits you to a T.<br> A: I agree. I'm going to buy it.","I don't think so. I think it's just the angle of the picture.","0","A: I have decided to drop out of college.<br> B: You're making the worst decision of your life.<br> A: I just don't get the point of college. It's just memorizing.","What are you going to do instead?","1","A: Do you have maps of downtown area?<br> B: Yes, here you are.","Cool I'll take a couple of the maps if you have a good map of downtown.","2","A: What's going on? What happened?<br> B: I'm sorry. I wasn't paying attention.<br> A: Well, I'm going to need your information.","What kind of information would you like to know? I can tell you anything you want to know.","3","A: I was just wondering if many Chinese people take their leftover food home from a restaurant.<br> B: in most cities in China, doggie bags are quite uncommon.<br> A: what happen to all the leftover food?<br> B: it usually goes to the dump.<br> A: that seems like an awful waste! Why don't people order fewer dishes so that they don't have to throw so much away at the end of the meal?","I'm not sure, but I know a lot of people who do take their Leftovers home.","4","A: Excuse me!<br> B: Yes, how can I help you?<br> A: I can't find the muni bus I'm looking for.","I'm looking for your mother <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 138]'></span> and the bus is in the Murals","5","A: I need a cheap car.<br> B: How much money do you have?<br> A: $1,000.","What kind of car are you looking for?","6","A: So what are some of your hobbies?<br> B: I don't have any.<br> A: What are your favorite T.V. shows?","I don't watch TV.","8","A: I want to take a look at that home with the Open House flags out front.<br> B: What a wonderful neighborhood! Can you find that house on our Open House list?","Open House flags?","9","A: You should add me on Facebook.<br> B: I don't have a Facebook.<br> A: Why don't you make one?","I really should, but I've been procrastinating.","10","0","1","5","1","10","4","5","3","1","5","5","4","2","5","5","4","3","2","5","3","4","4","5","3","5","1","4","1","6","3","5","2","8","5","5","4","9","1","3","1","7","3","5","2","{}"
"3VZYA8PITQQLIJWKU2IWOMMLMG805G","3CGY4DPHZVDUHVP4K8TQVUA0IPXILR","Annotate 11 prompt-response text items","The annotation task is to label responses to a given prompt. The prompt consists of two people (A and B) talking to each other. The response is the next utterance after the final utterance in the prompt.","survey, demographicsnlp,annotation,rating,text data,conversation,short,easy","$0.67","Thu Jun 23 12:26:29 PDT 2022","3","BatchId:4767352;OriginalHitTemplateId:920937340;","1500","259200","Thu Jun 30 12:26:29 PDT 2022","","","3R2UR8A0ID9I9367SW84UP4GEX9OX3","A2ZLJQWCM8KU36","Approved","Tue Jun 28 19:36:36 PDT 2022","Tue Jun 28 19:46:28 PDT 2022","Fri Jul 01 19:46:28 PDT 2022","Fri Jul 01 09:40:31 PDT 2022","","","592","100% (80/80)","0% (0/0)","0% (0/0)","This is an attention check. Please enter the same annotation values as the previous question","This is an attention check. Please enter the same annotation values as the previous question","7","A: Does it look too small?<br> B: It fits you to a T.<br> A: I agree. I'm going to buy it.","I don't think so. I think it's just the angle of the picture.","0","A: I have decided to drop out of college.<br> B: You're making the worst decision of your life.<br> A: I just don't get the point of college. It's just memorizing.","What are you going to do instead?","1","A: Do you have maps of downtown area?<br> B: Yes, here you are.","Cool I'll take a couple of the maps if you have a good map of downtown.","2","A: What's going on? What happened?<br> B: I'm sorry. I wasn't paying attention.<br> A: Well, I'm going to need your information.","What kind of information would you like to know? I can tell you anything you want to know.","3","A: I was just wondering if many Chinese people take their leftover food home from a restaurant.<br> B: in most cities in China, doggie bags are quite uncommon.<br> A: what happen to all the leftover food?<br> B: it usually goes to the dump.<br> A: that seems like an awful waste! Why don't people order fewer dishes so that they don't have to throw so much away at the end of the meal?","I'm not sure, but I know a lot of people who do take their Leftovers home.","4","A: Excuse me!<br> B: Yes, how can I help you?<br> A: I can't find the muni bus I'm looking for.","I'm looking for your mother <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 138]'></span> and the bus is in the Murals","5","A: I need a cheap car.<br> B: How much money do you have?<br> A: $1,000.","What kind of car are you looking for?","6","A: So what are some of your hobbies?<br> B: I don't have any.<br> A: What are your favorite T.V. shows?","I don't watch TV.","8","A: I want to take a look at that home with the Open House flags out front.<br> B: What a wonderful neighborhood! Can you find that house on our Open House list?","Open House flags?","9","A: You should add me on Facebook.<br> B: I don't have a Facebook.<br> A: Why don't you make one?","I really should, but I've been procrastinating.","10","0","2","1","1","10","5","5","5","1","5","5","5","2","4","5","5","3","2","2","3","4","2","2","1","5","1","1","1","6","5","5","5","8","5","5","4","9","2","1","1","7","5","5","5","{}"
"3NOEP8XAU6UX8JKEHTGHV6EDNNTPXL","3CGY4DPHZVDUHVP4K8TQVUA0IPXILR","Annotate 11 prompt-response text items","The annotation task is to label responses to a given prompt. The prompt consists of two people (A and B) talking to each other. The response is the next utterance after the final utterance in the prompt.","survey, demographicsnlp,annotation,rating,text data,conversation,short,easy","$0.67","Thu Jun 23 12:26:29 PDT 2022","3","BatchId:4767352;OriginalHitTemplateId:920937340;","1500","259200","Thu Jun 30 12:26:29 PDT 2022","","","31QNSG6A5UML9WD032FA341SWAO878","A1R0689JPSQ3OF","Approved","Thu Jun 23 13:10:21 PDT 2022","Thu Jun 23 13:13:41 PDT 2022","Sun Jun 26 13:13:41 PDT 2022","Sun Jun 26 13:14:13 PDT 2022","","","200","100% (5/5)","0% (0/0)","0% (0/0)","This is an attention check. Please enter the same annotation values as the previous question","This is an attention check. Please enter the same annotation values as the previous question","18","A: Do you want to go fishing?<br> B: Yes. That’s a good idea.<br> A: Where do you want to go?","Anywhere really. do you like fishing?","11","A: My pen is out of ink.<br> B: Shake it a couple of times.<br> A: I shook it. There is no more ink.","Oh no! I'm so sorry to hear that. I hope you can get a new one soon.","12","A: This floor is falling apart.<br> B: How can you tell?<br> A: Are you kidding me? Step over here.","That's what I was thinking.","13","A: This is the perfect birthday cake for my son!<br> B: What day do you need the cake?<br> A: His party is on Saturday.","How old is your son?","14","A: The prices on fruit have really gone up this year!<br> B: Yes, they have. It's ridiculous!<br> A: The fruit is not of good quality, either.","I've also noticed the drop in quality.","15","A: I'd like to open another account.<br> B: That's great. What kind of account would you like to open?<br> A: I already have a checking account here.","What do you do with your checking account? Do you have a debit card for it?","16","A: What can I show you?<br> B: Do you have this shirt in a small?<br> A: Let me check. Yes, we have.<br> B: May I try it on?","Sure, I'll PM you.","17","A: Hello, my name is Sally. I am hoping you could help me.<br> B: Of course I can, that's what I'm here for.<br> A: I want to look for a job, but I don't have Internet access at home.","Ok. We have a budget plan that might work for you.","19","A: sure. Where do you want to go? Are you in the mood for anything in particular?<br> B: how about some dumplings? I just can't get enough of them.<br> A: dumplings again?! Oh, Amy, let's try something new!<br> B: well, what do you have in mind?<br> A: how about the Mongolian hot pot?","That sounds good.","20","A: My hair isn't soft and shiny anymore.<br> B: Maybe you should do a hair treatment.<br> A: Hair products are expensive, though!","Well, you can try to make your own hair treatment. There are a lot of recipes online.","21","11","3","3","3","21","5","5","4","12","3","3","3","13","3","3","3","14","5","5","3","15","5","4","3","16","3","3","3","17","1","2","2","19","3","3","3","20","5","5","3","18","1","2","2","{}"
"3NOEP8XAU6UX8JKEHTGHV6EDNNTPXL","3CGY4DPHZVDUHVP4K8TQVUA0IPXILR","Annotate 11 prompt-response text items","The annotation task is to label responses to a given prompt. The prompt consists of two people (A and B) talking to each other. The response is the next utterance after the final utterance in the prompt.","survey, demographicsnlp,annotation,rating,text data,conversation,short,easy","$0.67","Thu Jun 23 12:26:29 PDT 2022","3","BatchId:4767352;OriginalHitTemplateId:920937340;","1500","259200","Thu Jun 30 12:26:29 PDT 2022","","","386CSBG1O2F8B0ZR6MRIJHMWWVUQ6N","A2ZLJQWCM8KU36","Approved","Wed Jun 29 02:39:52 PDT 2022","Wed Jun 29 02:44:25 PDT 2022","Sat Jul 02 02:44:25 PDT 2022","Fri Jul 01 09:40:30 PDT 2022","","","273","100% (80/80)","0% (0/0)","0% (0/0)","This is an attention check. Please enter the same annotation values as the previous question","This is an attention check. Please enter the same annotation values as the previous question","18","A: Do you want to go fishing?<br> B: Yes. That’s a good idea.<br> A: Where do you want to go?","Anywhere really. do you like fishing?","11","A: My pen is out of ink.<br> B: Shake it a couple of times.<br> A: I shook it. There is no more ink.","Oh no! I'm so sorry to hear that. I hope you can get a new one soon.","12","A: This floor is falling apart.<br> B: How can you tell?<br> A: Are you kidding me? Step over here.","That's what I was thinking.","13","A: This is the perfect birthday cake for my son!<br> B: What day do you need the cake?<br> A: His party is on Saturday.","How old is your son?","14","A: The prices on fruit have really gone up this year!<br> B: Yes, they have. It's ridiculous!<br> A: The fruit is not of good quality, either.","I've also noticed the drop in quality.","15","A: I'd like to open another account.<br> B: That's great. What kind of account would you like to open?<br> A: I already have a checking account here.","What do you do with your checking account? Do you have a debit card for it?","16","A: What can I show you?<br> B: Do you have this shirt in a small?<br> A: Let me check. Yes, we have.<br> B: May I try it on?","Sure, I'll PM you.","17","A: Hello, my name is Sally. I am hoping you could help me.<br> B: Of course I can, that's what I'm here for.<br> A: I want to look for a job, but I don't have Internet access at home.","Ok. We have a budget plan that might work for you.","19","A: sure. Where do you want to go? Are you in the mood for anything in particular?<br> B: how about some dumplings? I just can't get enough of them.<br> A: dumplings again?! Oh, Amy, let's try something new!<br> B: well, what do you have in mind?<br> A: how about the Mongolian hot pot?","That sounds good.","20","A: My hair isn't soft and shiny anymore.<br> B: Maybe you should do a hair treatment.<br> A: Hair products are expensive, though!","Well, you can try to make your own hair treatment. There are a lot of recipes online.","21","11","3","3","2","21","3","4","4","12","4","1","3","13","3","3","3","14","3","4","3","15","5","5","5","16","1","1","1","17","5","3","3","19","1","1","1","20","5","5","5","18","5","3","3","{}"
"3NOEP8XAU6UX8JKEHTGHV6EDNNTPXL","3CGY4DPHZVDUHVP4K8TQVUA0IPXILR","Annotate 11 prompt-response text items","The annotation task is to label responses to a given prompt. The prompt consists of two people (A and B) talking to each other. The response is the next utterance after the final utterance in the prompt.","survey, demographicsnlp,annotation,rating,text data,conversation,short,easy","$0.67","Thu Jun 23 12:26:29 PDT 2022","3","BatchId:4767352;OriginalHitTemplateId:920937340;","1500","259200","Thu Jun 30 12:26:29 PDT 2022","","","3HFNH7HEMK7A8TOXIZ04V8ZLPUJGQ6","A17FGZ1I5P9RZA","Approved","Sun Jun 26 18:15:03 PDT 2022","Sun Jun 26 18:19:55 PDT 2022","Wed Jun 29 18:19:55 PDT 2022","Mon Jun 27 17:41:13 PDT 2022","","","292","100% (5/5)","0% (0/0)","0% (0/0)","This is an attention check. Please enter the same annotation values as the previous question","This is an attention check. Please enter the same annotation values as the previous question","18","A: Do you want to go fishing?<br> B: Yes. That’s a good idea.<br> A: Where do you want to go?","Anywhere really. do you like fishing?","11","A: My pen is out of ink.<br> B: Shake it a couple of times.<br> A: I shook it. There is no more ink.","Oh no! I'm so sorry to hear that. I hope you can get a new one soon.","12","A: This floor is falling apart.<br> B: How can you tell?<br> A: Are you kidding me? Step over here.","That's what I was thinking.","13","A: This is the perfect birthday cake for my son!<br> B: What day do you need the cake?<br> A: His party is on Saturday.","How old is your son?","14","A: The prices on fruit have really gone up this year!<br> B: Yes, they have. It's ridiculous!<br> A: The fruit is not of good quality, either.","I've also noticed the drop in quality.","15","A: I'd like to open another account.<br> B: That's great. What kind of account would you like to open?<br> A: I already have a checking account here.","What do you do with your checking account? Do you have a debit card for it?","16","A: What can I show you?<br> B: Do you have this shirt in a small?<br> A: Let me check. Yes, we have.<br> B: May I try it on?","Sure, I'll PM you.","17","A: Hello, my name is Sally. I am hoping you could help me.<br> B: Of course I can, that's what I'm here for.<br> A: I want to look for a job, but I don't have Internet access at home.","Ok. We have a budget plan that might work for you.","19","A: sure. Where do you want to go? Are you in the mood for anything in particular?<br> B: how about some dumplings? I just can't get enough of them.<br> A: dumplings again?! Oh, Amy, let's try something new!<br> B: well, what do you have in mind?<br> A: how about the Mongolian hot pot?","That sounds good.","20","A: My hair isn't soft and shiny anymore.<br> B: Maybe you should do a hair treatment.<br> A: Hair products are expensive, though!","Well, you can try to make your own hair treatment. There are a lot of recipes online.","21","11","4","5","4","21","5","5","5","12","4","4","5","13","1","5","1","14","5","5","5","15","5","5","5","16","5","5","5","17","2","1","3","19","1","5","2","20","5","5","4","18","2","1","3","{}"
